id,title,headline,is_practice_test_course,bestseller,captions,rating,num_published_lectures,num_published_practice_tests,locale,created_date,instructional_level_simple,published_date,last_update_date,content_info_short,instructors,category,subcategory,objectives,list_price,discount_price
11274,Curso ISO/IEC 27005:2018,Gestión de riesgos de seguridad de la información,False,,es_ES,4.3,13,0,es_ES,2021-03-25,Intermedio,2021-03-27,2021-03-25,1 hora,38362798,Informática y software,Gestión de riesgos,"Interpretar la norma ISO/IEC 27005:2018 en esta nueva versión..Definiciones básicas de seguridad, como el significado de, riesgo, vulnerabilidad, amenaza, etc..Análisis de riesgos, enfocados a seguridad de la información.",$29.99,$12
11275,Reiki para Perros y Gatos,Curso de Reiki teórico-practico para Animales Domésticos en complemento de la Medicina Veterinaria,False,,es_ES,4.4,48,0,es_ES,2021-03-25,Todos los niveles,2021-03-27,2021-04-12,"1,5 horas","12476490,74828272",Salud y fitness,Reiki para animales,Qué es Reiki.Historia del Reiki.Cómo funciona el Reiki,$54.99,$12
11276,Curso esencial de ARCHICAD,Aprende ¡desde CERO y de forma acelerada! ARCHICAD 24 y BIM,False,,es_LA,3.4,12,0,es_LA,2021-03-25,Todos los niveles,2021-04-08,2021-03-30,"3,5 horas",130583286,Diseño,ARCHICAD,"Al final del curso dominarás de forma completa las herramientas esenciales de ARCHICAD, para poder realizar desde cero modelados BIM (Building Information Modelling) de edificios, estructuras....Te familiarizarás con su interfaz, las barras de herramientas, propiedades, áreas de trabajo, configuraciones del entorno ArchiCAD....Aprenderás al detalle todos los comandos de edición, herramientas básicas y la configuración de plumas",$94.99,$12
11277,Inglés Básico Para Principiantes,Método de habla fluida para Estudiantes de Español.     Fluent Speaking Method for Spanish Learners.,False,,es_LA,4.5,13,0,es_LA,2021-03-25,Principiante,2021-04-15,2021-06-03,"1,5 horas",67929529,Enseñanzas y disciplinas académicas,Idioma inglés,You will build a solid foundation of English grammar without boring grammar rules..You will get hundreds of useful English phrases to speak fluently..You will build up your vocabulary with the most-used English words.,$19.99,
11278,Desarrollando Aplicaciones en React 17 y ASP.NET Core 5,"Utiliza React, Hooks, ASP.NET Core, Entity Framework Core, Bootstrap, JWT, Leaflet, para crear una aplicación completa",False,,es_LA,4.7,170,0,es_LA,2021-03-25,Intermedio,2021-04-22,2021-06-03,19 horas,371199,Desarrollo,React,Realizar Web APIs con .NET Core.Desarrollar Web Apps con React.Utilizar React Hooks para crear componentes funcionales,$64.99,$12
11279,Psicología Infantil - Diploma Profesional,Aprende o especializa tu terapia en Psicología Infantil con este curso totalmente acreditado!,False,,es_ES,4.4,13,0,es_ES,2021-03-25,Intermedio,2021-04-24,2021-04-13,44 minutos,"109183320,23345822",Desarrollo personal,Desarrollo personal,Ser capaz de ejercer profesionalmente la psicología infantil.Entender qué es la psicología infantil.Aprender sobre el desarrollo y el apego,$89.99,$12
11280,Redmine desde cero a avanzado,"Realiza el seguimiento y evolutivo de tu proyecto con Redmine, a todos los niveles",False,,es_ES,5.0,57,0,es_ES,2021-03-25,Principiante,2021-05-07,2021-05-07,6 horas,33200696,Informática y software,Gestión de proyectos,Uso de Redmine como herramienta de comunicación,$24.99,$12
11281,El curso con más valor del 2021: Storytelling + Copywriting,Vende cualquier producto o servicio contando historias que conecten con tus clientes y los hagan comprar.,False,,es_MX,4.4,25,0,es_MX,2021-03-26,Principiante,2021-03-27,2021-05-25,2 horas,125991988,Marketing,Redacción de textos publicitarios,Aprenderás a vender más utilizando historias..Aprenderás a redactar anuncios con Copywriting..Aprenderás el poderoso storytelling.,$19.99,$12
11282,Diseño CAD para principiantes | Aprender CAD de un ingeniero,"¡La guía práctica para principiantes para crear objetos y modelos 3D con Software CAD gratuito (para impresión 3D,..)",False,,es_LA,5.0,15,0,es_LA,2021-03-26,Todos los niveles,2021-03-27,,"1,5 horas",61387666,Enseñanzas y disciplinas académicas,Software de CAD,"Cree objetos 3D utilizando software CAD gratuito (para la impresión 3D, la creación de modelos,...).Los fundamentos del CAD: de los bocetos en 2D a los objetos tridimensionales completos.Dominio de las funciones, características y manejo del software de CAD",$19.99,$12
11283,"Hazte crítico de cine, TV o literario",Todas las herramientas para dar tu opinión con propiedad sobre cualquier tipo de obra en cualquier tipo de plataforma,False,,es_ES,4.6,6,0,es_ES,2021-03-26,Todos los niveles,2021-04-03,2021-04-02,43 minutos,131105040,Enseñanzas y disciplinas académicas,Cinematografía,Hacer críticas y reseñas profesionales.Analizar con profundidad obras dramáticas.Dar tu opinión con propiedad,$24.99,$12
11284,Usando Filmora para editar videos,Curso práctico para creación y edición de contenidos utilizando el software Filmora,False,,es_LA,1.0,20,0,es_LA,2021-03-26,Todos los niveles,2021-04-06,2021-04-05,4 horas,76293652,Fotografía y vídeo,Creación de vídeos,Filmora.Edición de videos.Proyectos audiovisuales,$94.99,$12
11285,Mecánica Estática: Diagramas de Corte y Momento en Vigas,Calcula las ecuaciones y diagramas de una viga bajo cualquier tipo de carga.,False,,es_ES,4.0,8,0,es_ES,2021-03-26,Principiante,2021-04-07,2021-03-29,3 horas,149025162,Enseñanzas y disciplinas académicas,Ingeniería civil,Analizar fuerzas de corte y momentos internos en una viga..Cálcular de ecuaciones de Corte y Momento internos.Desarrollar Diagramas de Corte y Momento internos,$44.99,$12
11286,Aprende a diseñar un plan de marketing internacional.,Aprende a vender en comercio internacional,False,,es_ES,4.8,12,0,es_ES,2021-03-26,Todos los niveles,2021-04-09,2021-04-08,32 minutos,154691142,Negocios,Estrategia de marketing,A diseñar un plan de marketing internacional para promocionar productos y servicios  y venderlos en otro país,$19.99,$12
11287,Implementa una Mesa de Ayuda con Jira Service Management,Gestiona y mejora la eficiencia de tu equipo de Soporte y DevOps con una herramienta de service desk basada en ITIL/ITSM,False,,es_LA,4.8,49,0,es_LA,2021-03-26,Todos los niveles,2021-05-17,2021-05-17,6 horas,15792104,Negocios,JIRA,"Aprende a gestionar tickets de incidentes, problemas, solicitudes y cambios.Define servicios, equipos, alertas y acuerdos de nivel de servicio (SLAs).Planifica y mide el desempeño de tu equipo de soporte",$94.99,$12
11288,Introducción a la Gestión de Bases Datos usando SQL Server,Aprendamos los comandos esenciales para las buenas gestiones de Bases de Datos,False,,es_LA,4.1,27,0,es_LA,2021-03-26,Todos los niveles,2021-05-20,2021-05-20,"2,5 horas",149714616,Informática y software,SQL Server,Creación de Bases de Datos.Crear tablas.Almacenar Datos,$94.99,$12
11289,Aprender Patrones de diseño en C# Aplicados en ASP .Net,Aprende la esencia de los patrones de diseño y su utilización en proyectos reales,False,,es_ES,4.7,19,0,es_ES,2021-03-26,Intermedio,2021-06-17,2021-06-15,"3,5 horas",54411280,Informática y software,Patrón de diseño,"Utilizar patrones de diseño, los que nos ayudan a resolver aplicándolos en ASP .Net",$24.99,$12
11290,Curso avanzado hilomandala String art hilorama,advanced string art,False,,es_ES,5.0,15,0,es_ES,2021-03-27,Experto,2021-03-29,2021-03-28,"2,5 horas",63912104,Estilo de vida,Artesanía,string art.hilomandala.mandala,$69.99,
11291,Trabajar con OKRs: Conocimientos y Creencias Fundamentales,"Ponte objetivos y lógralos de la forma más potente que hoy se conoce, con OKRs.",False,,"es_ES,en_US",4.7,38,0,es_ES,2021-03-27,Principiante,2021-03-30,2021-03-27,3 horas,6769682,Negocios,OKR,El curso de OKRs #1 en Udemy en español.Cómo establecer y lograr objetivos con la metodología de OKRs.Cómo nace y por qué se hizo tan popular. Cómo establecer tu primer objetivo en 5 pasos.,$49.99,$12
11292,dron DJI iniciación aprende a utilizarlo desde el principio,"Como volar un dron DJI de forma segura, como configurar, conoce sus componentes, tu simulador de vuelo, herramientas,etc",False,,es_ES,3.0,14,0,es_ES,2021-03-27,Principiante,2021-04-04,2021-03-28,2 horas,154797654,Fotografía y vídeo,Dron,"Aprenderás desde el principio los componentes que componen tu dron DJI,  que cuidados debemos tener, que accesorios son útiles y no venían con el kit de compra..Volar de formar segura con tu dron",$19.99,$12
11293,Aprende V-ray Para SketchUp En 5 Pasos,Render interior en 5 sencillos pasos,False,,,5.0,6,0,es_ES,2021-03-27,Todos los niveles,2021-04-16,,"1,5 horas",36540286,Diseño,Renderización fotorrealista,Generación de imágenes foto realistas de alta calidad HD.Receta para render interior en 5 sencillos pasos.Render foto realista,$74.99,$12
11294,Conceptos Básicos de Primeros Auxilios,"Atención oportuna de Hemorragias, Quemaduras, Lesiones, Paros, Desmayos y Atragantamientos",False,,es_LA,4.9,10,0,es_LA,2021-03-27,Principiante,2021-04-17,2021-03-27,42 minutos,99123456,Productividad en la oficina,Primeros auxilios,"Atención oportuna de Hemorragias, Quemaduras, Lesiones, Paros, Desmayos y Atragantamientos",$19.99,$12
11295,¡Curso Profesional Excel 2021– Para Empresas!,Accede a conocimientos indispensables de Excel en el mundo de los negocios.¡El curso Excel más actualizado este 2021!,False,,es_ES,4.7,85,0,es_ES,2021-03-27,Intermedio,2021-04-21,2021-04-20,"8,5 horas",154052860,Informática y software,Excel,Aumentar tu productividad y rapidez gracias al uso de atajos.(uso de teclado).Automatizar tareas repetitivas y reducir errores..Verificar que los datos ingresados estén conforme,$89.99,$12
11296,SAP BUSINESS ONE: Cero a Experto,SAP BUSINESS ONE,False,,es_MX,4.5,66,0,es_MX,2021-03-27,Principiante,2021-05-17,2021-06-09,8 horas,64278350,Informática y software,SAP Business One,"-	Conocimiento Tecnicos SAP B1.-	Estándares y buenas prácticas SAP B1.-	Tendrás conocimiento del flujo de datos a través de SAP",$94.99,$12
11297,Revit Structure 2021 para Ingenieros Estructuristas,"Aprende a usar Revit 2021 desde cero, enfocado a las estructuras",False,,es_MX,4.3,35,0,es_MX,2021-03-28,Todos los niveles,2021-03-30,2021-03-30,10 horas,126582366,Informática y software,Revit,Funciones básicas de Revit.Funciones específicas de ingeniería estructural de Revit.Creación de plantillas,$39.99,$12
11298,Los Secretos de la Publicidad en YouTube Ads,Domine los Anuncios de YouTube Ads y Haz Campañas Publicitarias Exitosas sin Gastar Mucho,False,,es_LA,1.0,48,0,es_LA,2021-03-28,Todos los niveles,2021-04-04,2021-04-02,"2,5 horas",28497888,Marketing,Marketing en YouTube,Tener Éxito para Hacer Anuncios en YouTube.Saber cómo Anunciarse en Línea.Anunciar sin Gastar Mucho,$94.99,$12
11299,Power BI: Desde cero. El curso más poderoso de 2021.,Vuélvete un experto del Business Intelligence y extrae valor de los datos.,False,,,4.2,69,0,es_ES,2021-03-28,Todos los niveles,2021-04-06,2021-05-16,6 horas,81115304,Negocios,Power BI de Microsoft,Serás capaz de crear poderosos Dashboard con Power BI..Entenderás la lógica para generar Dashboards que impacten a las mesas directivas..Aprenderás todos los fundamentos de Power BI desde cero.,$39.99,$12
11300,Spring Boot 2: Desarrollo de aplicaciones backend,"Spring Boot 2, Spring Framework 5, JPA, Swagger, Oauth, Junit 5, Mockito, MongoDB, Thymeleaf, Lombok, Angular, GitHub.",False,,es_CL,4.4,168,0,es_CL,2021-03-29,Todos los niveles,2021-04-07,2021-06-08,12 horas,14786510,Desarrollo,Spring Boot,"Al finalizar este curso, aprenderás a desarrollar aplicaciones backend con Spring Boot..Lo estudiantes podrán construir APIS Rest con tecnología Spring Boot.Los estudiantes aprenderán conceptos esenciales sobre Spring framework, tales cómo Spring Container, JPA, Spring MVC, Inyección de dependencias .",$89.99,$12
11301,Tableau: Dashboards Financieros y Análisis Exploratorio,"Incluye 3 casos: Razones financieras de Apple, porfatolio de inversión de 20 activos y análisis exploratorio de Carvana",False,,es_LA,5.0,41,0,es_LA,2021-03-29,Principiante,2021-04-08,2021-04-28,"3,5 horas",130309142,Negocios,Tableau,Obtener datos desde Kaggle y Yahoo! Finance.Conexión a fuentes de datos.Estimación de Campos Calculados,$94.99,$12
11302,Colombicultura. Aprende a crear tu línea de palomos.,Método práctico y efectivo para alcanzar el éxito sin gastar una fortuna.,False,,es_ES,4.6,37,0,es_ES,2021-03-29,Todos los niveles,2021-04-11,2021-04-10,"4,5 horas",82558378,Estilo de vida,Adiestramiento de mascotas,"Explicación de forma práctica, amena y sencilla de las claves básicas que hay que saber.Método práctico y efectivo para alcanzar el éxito en la cría.Selección de los reproductores",$19.99,
11303,Curso SiteGround 2021: El Mejor Hosting para WordPress,"Aprende cómo administrar tu panel de control de SiteGround, el mejor hosting para WordPress, de forma rápida y sencilla.",False,,es_ES,4.0,24,0,es_ES,2021-03-29,Todos los niveles,2021-04-15,,"2,5 horas",68383616,Informática y software,Diseño web,Adquirir un hosting y dominio en SiteGround para tu crear tu propio sitio web..Instalar WordPress y WooCommerce en tu hosting de SiteGround..Restaurar una copia de seguridad de un sitio web de WordPress en SiteGround.,$94.99,$12
11304,APRENDE PYTHON: EXplota tus DATOS-Crear Mapas WEB,Todo sobre Mapas WEB usando el lenguaje mas utilizado del mercado. Mas de 20 RETOS que te servirán en tus proyectos,False,,es_ES,3.8,35,0,es_ES,2021-03-29,Principiante,2021-04-16,2021-06-18,"2,5 horas",24013924,Informática y software,Programación de proyectos,Hacer Mapas WEB en tiempo record.Programar soluciones con El Lenguaje más utilizado del mercado.Aprenderás Kriging y Geoestadística usando Python,$19.99,$12
11305,Comunicación Laboral,Como fortalecer los procesos comunicativos en nuestros entornos laborales,False,,,4.3,6,0,es_ES,2021-03-29,Experto,2021-04-22,,1 hora,152309460,Desarrollo personal,Comunicación empresarial,A comunicarte mucho mejor.A Escuchar para entender.A fortalecer y a poner en práctica elementos comunicativos en el ámbito laboral,$29.99,$12
11306,Introducción a Amazon Web Services (AWS),Aprende los fundamentos de los servicios de AWS y desarrolla miniproyectos dentro de la plataforma,False,,es_LA,4.2,53,0,es_LA,2021-03-29,Todos los niveles,2021-04-25,2021-05-06,"6,5 horas",85310602,Desarrollo,Amazon AWS,Aprenderás los fundamentos de los servicios de AWS y algunas aplicaciones relevantes dentro de la plataforma.,$24.99,$12
11307,Generalidades de Anatomía | CIAH,Curso de generalidades de Anatomía,False,,es_ES,5.0,6,0,es_ES,2021-03-29,Intermedio,2021-05-06,2021-03-31,"4,5 horas",154894264,Enseñanzas y disciplinas académicas,Anatomía,Anatomía general.Neuroanatomía,$19.99,$12
11308,Aprende a modelar 3D con Fusion 360 desde cero,"Aprende a usar Fusion360, programa gratuito de diseño 3D, sin importar tu nivel, mediante ejercicios prácticos.",False,,es_ES,4.7,13,0,es_ES,2021-03-29,Principiante,2021-05-19,2021-05-18,"3,5 horas",154924366,Enseñanzas y disciplinas académicas,Fusion 360,Instalación del programa.Customización de la interfaz.Primeros pasos: sketches/bocetos,$19.99,$12
11309,Landing Page Gratis (con Mailer Lite),Aprende a crear tu landing page de forma gratuita,False,,es_ES,4.8,18,0,es_ES,2021-03-29,Principiante,2021-06-03,2021-06-05,"1,5 horas",147970034,Marketing,MailerLite,A crear una Landing Page de forma gratuita donde poder ofrecer un lead magnet y capturar posibles leads.Crear un Lead Magnet.Crear un botón flotante de Whatsapp,$44.99,$12
11310,Aprende Termodinámica,Termodinámica para estudiantes de Ingenierías,False,,es_ES,3.0,7,0,es_ES,2021-03-30,Todos los niveles,2021-05-01,2021-04-29,"7,5 horas",136115937,Enseñanzas y disciplinas académicas,Termodinámica,Termodinámica.Ejemplos prácticos para estudiantes de ingenierías,$69.99,$12
11311,MariaDB + Galera Cluster desde cero a avanzado,Aprende MariaDB con Galera Cluster desde el principio hasta el nivel más avanzado,False,,es_ES,4.0,62,0,es_ES,2021-03-30,Intermedio,2021-05-05,2021-05-03,"3,5 horas",33200696,Informática y software,MariaDB,Uso de MariaDB como sistema de información y Galera Cluster para alta disponibilidad,$49.99,$12
11312,Aprender Inglés A1 - Fase I,Lo más básico y útil del inglés,False,,es_ES,4.5,16,0,es_ES,2021-03-31,Principiante,2021-04-02,2021-04-01,2 horas,36953108,Enseñanzas y disciplinas académicas,Idioma inglés,Fundamentos del inglés..Nivel básico de conversación en inglés.,$94.99,$12
11313,Unity BOLT Visual Scripting para Videojuegos 2D y 3D,"Aprende DESDE CERO Programación Visual con Unity 2020 y BOLT, el nuevo sistema de Visual Scripting Videojuegos 2D",False,,es_ES,4.7,71,0,es_ES,2021-03-31,Todos los niveles,2021-04-04,2021-04-07,6 horas,"31797512,59720731",Desarrollo,Unity,Programación Visual con nodos en BOLT y Unity 2020.Creación de Videojuegos 2D con BOLT y Unity 2020.Controles de Personajes con BOLT y Unity 2020,$19.99,$12
11314,MATLAB/Simulink para Electrónica de Potencia,"Aprende MATLAB/Simulink modelando dispositivos de electrónica de potencia (rectificadores, convertidores e Inversores)",False,,es_LA,4.8,34,0,es_LA,2021-03-31,Todos los niveles,2021-04-06,2021-06-02,7 horas,35421218,Enseñanzas y disciplinas académicas,Simulink,"Cómo simular dispositivos electrónicos de potencia en MATLAB/Simulink.Simulación de rectificadores de media onda y onda completa en MATLAB/Simulink.Simulación de convertidores reductores, elevadores y reductores/elevadores en MATLAB/Simulink",$19.99,$12
11315,MATLAB/Simulink para Electrónica de Potencia,"Aprende MATLAB/Simulink modelando dispositivos de electrónica de potencia (rectificadores, convertidores e Inversores)",False,,es_LA,4.8,34,0,es_LA,2021-03-31,Todos los niveles,2021-04-06,2021-06-02,7 horas,35421218,Enseñanzas y disciplinas académicas,Simulink,"Cómo simular dispositivos electrónicos de potencia en MATLAB/Simulink.Simulación de rectificadores de media onda y onda completa en MATLAB/Simulink.Simulación de convertidores reductores, elevadores y reductores/elevadores en MATLAB/Simulink",$19.99,$12
11316,Coach en Habilidades sociales e inteligencia emocional,Descubre las mejores técnicas para mejorar tu confianza y seguridad en ti para ser una persona carismática y magnética,False,,es_MX,4.8,47,0,es_MX,2021-03-31,Todos los niveles,2021-04-08,2021-05-16,"10,5 horas",98552124,Desarrollo personal,Habilidades sociales,Descubrirás qué son realmente las habilidades sociales.Aprenderás cuáles son los elementos que componen las H.S.Descubrirás las mejores estrategias para potenciar tu confianza en ti mismo(a),$94.99,$12
11317,Janal Pixán: La tradición maya que recuerda a los muertos,El encuentro con lo ritual y lo sagrado,False,,,5.0,5,0,es_ES,2021-03-31,Todos los niveles,2021-04-08,,2 horas,155145150,Enseñanzas y disciplinas académicas,Maya,-Aprenderán el respeto que los mayas tienen por la muerte.-El sentido del día de muertos para los mayas.-Cómo se monta un altar tradicional maya para los muertos,$19.99,$12
11318,Facilitación: Tú Puedes Ser Un Facilitador,Facilitación: Puedes dirigir un debate. Presentar a los participantes. Moderar las ideas en competencia. Y mucho más.,False,,es_LA,3.7,18,0,es_LA,2021-03-31,Principiante,2021-04-09,2021-04-07,38 minutos,"2565950,104363200",Desarrollo personal,Facilitación,Llevar a cabo una facilitación.Hablar con confianza.Aparecer con imparcialidad frente a un grupo,$44.99,$12
11319,Aprende diseño web desde cero con WordPress y Elementor 2021,"Aprende todo lo básico que necesitas para entrar al campo laboral, NO NECESITAS ESCRIBIR CÓDIGO NI CONOCIMIENTOS PREVIOS",False,,es_VE,5.0,29,0,es_VE,2021-03-31,Todos los niveles,2021-04-15,2021-05-19,5 horas,31008146,Diseño,WordPress,"Cómo funciona Wordpress.Crear tu propia Pagina Web en Wordpress adaptable a cualquier tipo de negocio.Aprenderás a user Elementor Page Builder para crear paginas webs atractivas sin tener que tocar código, además, 100% adaptables a dispositivos móviles",$94.99,$12
11320,Lengua de señas mexicana,Curso básico completo de lengua de señas mexicana.,False,,es_MX,5.0,58,0,es_MX,2021-03-31,Principiante,2021-04-16,2021-04-15,"1,5 horas",155091366,Enseñanzas y disciplinas académicas,Lenguaje de signos,"Conocer y aprender la lengua de señas mexicana..Comunicarte con la comunidad Sorda de México y con usuarios de la lengua de señas mexicana..Tener una forma de comunicación alterna y efectiva para apoyar a personas con pérdida auditiva, sordera profunda, problemas de lenguaje, discapacidad intelectual, entre otras.",$19.99,$12
11321,Lengua de señas mexicana,Curso básico completo de lengua de señas mexicana.,False,,es_MX,5.0,58,0,es_MX,2021-03-31,Principiante,2021-04-16,2021-04-15,"1,5 horas",155091366,Enseñanzas y disciplinas académicas,Lenguaje de signos,"Conocer y aprender la lengua de señas mexicana..Comunicarte con la comunidad Sorda de México y con usuarios de la lengua de señas mexicana..Tener una forma de comunicación alterna y efectiva para apoyar a personas con pérdida auditiva, sordera profunda, problemas de lenguaje, discapacidad intelectual, entre otras.",$19.99,$12
11322,Bootcamp de Redacción Publicitaria (Copywriting Course),"Puede escribir un texto que venda: redes sociales, titulares, marketing por correo electrónico, sitios web y más.",False,,es_LA,4.2,65,0,es_LA,2021-03-31,Todos los niveles,2021-04-21,2021-04-21,5 horas,"19701574,317821,131047686",Marketing,Redacción de textos publicitarios,Aprenderá a redactar la mejor copia para cualquier parte de una campaña comercial o de marketing.Escriba mejores titulares que llamen más la atención.Escriba una mejor copia para las páginas de destino del sitio web,$94.99,$12
11323,Estructuras de Acero I: Elementos a Compresión,Conceptos y aplicación con referencia al AISC 360-16,False,,es_LA,4.8,16,0,es_LA,2021-03-31,Intermedio,2021-04-22,2021-04-22,"5,5 horas",31705782,Enseñanzas y disciplinas académicas,Ingeniería estructural,Calcular la capacidad a compresión de elementos de acero estructural.Determinar si una sección es esbelta o no para efectos de análisis y diseño.Comprender el proceso de cálculo para varios tipos de sección que pueden ser empleados para diseño de elementos,$89.99,$12
11324,Fortinet Security 6.4 - NSE4,Conviértase en un especialista en el corto tiempo.,False,,,3.7,40,0,es_ES,2021-03-31,Intermedio,2021-04-22,2021-04-22,5 horas,50387672,Informática y software,Fortinet NSE,Aprenderar a implementar las distintas funciones de Seguridad con un Firewall Fortigate.Afianzar la practica en la configuración de Servicios Fortinet.Prepararse para la Certificación NSE4,$24.99,$12
11325,Sanando a tu Niña Interior,"¡Reencuéntrate con tu Niña Interior, sana tus Heridas y redescubre tu Amor Propio!",False,,,4.4,18,0,es_MX,2021-03-31,Todos los niveles,2021-05-21,2021-05-24,"2,5 horas",64540522,Desarrollo personal,Superación de traumas de la infancia,"Descubrirás porque es que actúas como actúas, porque siempre te pasa lo mismo, de dónde vienen esas heridas y qué es lo que están provocando en tu vida..Cuáles son las cinco heridas que, si no sanamos, provocarán en nuestra vida un patrón de desgracias..A cerrar esos ciclos negativos que has tenido en tu vida para que no vuelvan a repetirse.",$89.99,$12
11326,Amazon AWS Certified Solutions Architect SAA-C02Español 2021,Aprueba el Amazon AWS Certified Solutions Architect (SAA-C02); con estos test 100% reales y con explicaciones detalladas,True,,,5.0,0,5,es_ES,2021-03-31,Todos los niveles,2021-05-28,,309 preguntas,144633964,Informática y software,Certificación AWS,Amazon AWS Certified Solutions Architect (SAA-C02).AWS,$19.99,$12
